"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/29/2016","Overdraft Fee","Overdraft protection Fee - Part/all of a month","4.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/29/2016","External Transfer Fee","External transfer fee - 3 Day - 07/28/2016 Confirmation: 178421302","3.00","debit","Transfer","BofA Core Checking","",""
"7/28/2016","Thank You","ONLINE PAYMENT - THANK YOU 320162100727174077","1000.00","credit","Credit Card Payment","Starwood Preferred Guest","",""
"7/28/2016","Bic Camera Nagoyaeki","BIC CAMERA NAGOYAEKI* JPELECTRONICS STORE 320162100722971335","37.52","debit","Uncategorized","Starwood Preferred Guest","",""
"7/28/2016","Esca Japan General","ESCA JAPANGENERAL MERCHANDISE 320162100714402009","91.77","debit","Shopping","Starwood Preferred Guest","",""
"7/28/2016","Restaurant J-B","TOWERS RESTAURANT JAPANGENERAL MERCHANDISE 320162100714402008","54.10","debit","Restaurants","Starwood Preferred Guest","",""
"7/28/2016","Esca Japan General","ESCA JAPANGENERAL MERCHANDISE 320162100714402007","86.59","debit","Shopping","Starwood Preferred Guest","",""
"7/28/2016","Intact Assur Ins","Intact Assur. INS","29.33","debit","Home Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/28/2016","G Q Withdrwl","00G8Q 07/29 #000891385 WITHDRWL NAKAMURA-KU NAGO AICHI INTERNATIONAL...","5.74","debit","Cash & ATM","BofA Core Checking","",""
"7/28/2016","American Express","AMERICAN EXPRESS DES:ACH Pmt ID:M3552 INDN:JUAN GAVIRIA CO ID:XXXXX33497 WEB","1000.00","debit","Credit Card Payment","BofA Core Checking","",""
"7/28/2016","Transfer Juan Gomez","TRANSFER JUAN GOMEZ:Marc-Andre Sabourin Confirmation# 2870575198","615.00","debit","Transfer","BofA Core Checking","",""
"7/28/2016","G Q Withdrwl","00G8Q 07/29 #000891385 WITHDRWL NAKAMURA-KU NAGO AICHI","191.19","debit","Cash & ATM","BofA Core Checking","",""
"7/28/2016","Noramtec Consult Des","NORAMTEC CONSULT DES:PAYROLL ID:XXXXX100000027X INDN:GAVIRIA...","3264.00","credit","Paycheck","BofA Core Checking","",""
"7/28/2016","G Q Withdrwl","00G8Q 07/29 #000891385 WITHDRWL NAKAMURA-KU NAGO AICHI FEE","5.00","debit","Cash & ATM","BofA Core Checking","",""
"7/27/2016","External Transfer Fee","External transfer fee - 3 Day - 07/26/2016 Confirmation: 178229496","3.00","debit","Transfer","BofA Core Checking","",""
"7/27/2016","Mobile Email Transfer","Mobile/Email Transfer Ref Conf# a4x8rx98r; Sabourin, Marc-Andre","600.00","credit","Transfer","BofA Core Checking","",""
"7/26/2016","Transfer Juan Gomez","TRANSFER JUAN GOMEZ:JUAN GAVIRIA Confirmation# 2853415522","1000.00","debit","Transfer","BofA Core Checking","",""
"7/25/2016","iTunes","WWW.ITUNES.COM/BILL CUPERTINO CAMLWB5KYTBY0 ITUNES STORE & APP ST 320162070676567551","2.99","debit","Music","Starwood Preferred Guest","",""
"7/25/2016","Alaska Air","ALASKA AIRLINES AlaskaAir.COM WA60000083 ACCOUNTS.RECEIVABLE@A 320162070675914363","142.20","debit","Air Travel","Starwood Preferred Guest","",""
"7/25/2016","American Express","American Express J8K6U2","1000.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/24/2016","Avianca Bogota D","AVIANCA BOGOTA D.C.AIRLINE/AIR CARRIER 320162060661834951","560.23","debit","Air Travel","Starwood Preferred Guest","",""
"7/23/2016","Seattle Met","SEATTLE METER PARKINSEATTLE WA59961246 206-684-5226 320162050654957392","0.25","debit","Printing","Starwood Preferred Guest","",""
"7/23/2016","Macy's","MACY'S EAST #367 000SEATTLE WA02673351878 8002896229 320162050648462284","254.26","debit","Clothing","Starwood Preferred Guest","",""
"7/23/2016","Bed Bath & Beyond","BED BATH & BEYOND SEATTLE WAMISC HOME FURNISHINGS 320162050654973027","68.73","debit","Furnishings","Starwood Preferred Guest","",""
"7/23/2016","Seattle Met","SEATTLE METER PARKINSEATTLE WA59961279 206-684-5226 320162050654397296","2.00","debit","Printing","Starwood Preferred Guest","",""
"7/23/2016","Cafe Bambino","CAFE BAMBINO Seattle WAPZZL3Q squareup.com/receipts 320162050649737955","18.72","debit","Fast Food","Starwood Preferred Guest","",""
"7/22/2016","Chevron","CHEVRON 0205343/UNBRSNOQUALMIESERVICE STN 320162040632124082","49.57","debit","Gas & Fuel","Starwood Preferred Guest","",""
"7/22/2016","Thai Ku","THAIKU SEATTLE WA85363856204 USFC98103 320162040630584786","24.00","debit","Restaurants","Starwood Preferred Guest","",""
"7/22/2016","Daimonji Japanese Re","DAIMONJI JAPANESE RESEATTLE WA31099536203 RESTAURANT 320162040640106567","18.35","debit","Restaurants","Starwood Preferred Guest","",""
"7/22/2016","Cafe Bambino","CAFE BAMBINO Seattle WAPZXEHR squareup.com/receipts 320162040635340234","5.22","debit","Fast Food","Starwood Preferred Guest","",""
"7/22/2016","Popmoney Com Des","POPMONEY.COM DES:TRIALDEBIT ID:XXXXX2871 INDN:JUAN GAVIRIA CO ID:XXXXX27921 WEB","0.55","debit","Uncategorized","BofA Core Checking","",""
"7/22/2016","Popmoney Com Des","POPMONEY.COM DES:TRIALCREDT ID:XXXXX2867 INDN:JUAN GAVIRIA CO ID:XXXXX27921 PPD","0.18","credit","Income","BofA Core Checking","",""
"7/22/2016","Popmoney Com Des","POPMONEY.COM DES:TRIALCREDT ID:XXXXX2869 INDN:JUAN GAVIRIA CO ID:XXXXX27921 PPD","0.37","credit","Income","BofA Core Checking","",""
"7/21/2016","Arashi Ramen Ballard","ARASHI RAMEN BALLARDSEATTLE WA10156320160 2066378287 320162030616758285","28.11","debit","Restaurants","Starwood Preferred Guest","",""
"7/21/2016","Saltys","SALTY'S ON ALKI SEATTLE WA85363856203 206-937-1600 320162030616315755","28.11","debit","Restaurants","Starwood Preferred Guest","",""
"7/21/2016","Thank You","ONLINE PAYMENT - THANK YOU 320162030629113299","1000.00","credit","Credit Card Payment","Starwood Preferred Guest","",""
"7/21/2016","Noramtec Consult Des","NORAMTEC CONSULT DES:PAYROLL ID:XXXXX600000014X INDN:GAVIRIA...","2720.00","credit","Paycheck","BofA Core Checking","",""
"7/21/2016","Secured Collateral Transfer","SECURED CARD COLLATERAL TRANSFER FDES NNF 0009180 143986","99.00","debit","Transfer","BofA Core Checking","",""
"7/21/2016","American Express","AMERICAN EXPRESS DES:ACH PMT ID:W0970 INDN:JUAN GAVIRIA CO ID:XXXXX33497 WEB","1000.00","debit","Credit Card Payment","BofA Core Checking","",""
"7/21/2016","Mobile Email Transfer","Mobile/Email Transfer Conf# a4x8rx98r; Sabourin, Marc-Andre","600.00","debit","Transfer","BofA Core Checking","",""
"7/20/2016","Wire","160720S0259300WIRE","1266.78","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/20/2016","Vietnam Restaurant","CHECKCARD 0718 PHO VIETNAM RESTAURANT SEATTLE WA 24323046202577503010338","17.89","debit","Restaurants","BofA Core Checking","",""
"7/19/2016","Crisp","CRISP CREPERIE Auburn WAT6MUGJ squareup.com/receipts 320162010588308872","11.50","debit","Lawn & Garden","Starwood Preferred Guest","",""
"7/18/2016","Stoup Brewing","STOUP BREWING SEATTLE WA85363856200 206-457-5524 320162000585480642","10.00","debit","Uncategorized","Starwood Preferred Guest","",""
"7/18/2016","Stoup Brewing","STOUP BREWING SEATTLE WA85363856200 206-457-5524 320162000585516658","12.00","debit","Uncategorized","Starwood Preferred Guest","",""
"7/18/2016","QFC","QFC SEATTLE WA999999961998002016261 320162000584280432","19.84","debit","Groceries","Starwood Preferred Guest","",""
"7/18/2016","Wire","160718S7135700WIRE","1261.35","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/18/2016","Hydro-Quebec","HYDRO-QUEBEC BPY","74.90","debit","Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/18/2016","Bartell Drug","02 BARTELL DRU 07/17 #000989091 MOBILE PURCHASE 02 BARTELL DRUG SEATTLE WA","2.79","debit","Groceries","BofA Core Checking","",""
"7/18/2016","HI Life","CHECKCARD 0716 THE HI LIFE SEATTLE WA 24251386199700087258518","54.58","debit","Restaurants","BofA Core Checking","",""
"7/18/2016","Costco","COSTCO WHSE #0 07/18 #000821368 PURCHASE COSTCO WHSE #0001 SEATTLE WA","44.94","debit","Groceries","BofA Core Checking","",""
"7/17/2016","Hilliard Beer","HILLIARD'S BEER SEATTLE WA85180896199 206-465-0078 320161990562256691","12.00","debit","Alcohol & Bars","Starwood Preferred Guest","",""
"7/17/2016","Seattle Park","SEATTLE 684-PARK 080SEATTLE WA5004005048 206-684-7275 320161990563020770","1.50","debit","Parking","Starwood Preferred Guest","",""
"7/17/2016","Trader Joe's","TRADER JOE'S #147 QSEATTLE WA0015702 626-599-3700 320161990568980140","54.87","debit","Groceries","Starwood Preferred Guest","",""
"7/16/2016","Urban Fare","URBAN FAMILY BREWINGSeattle WAPZGJYP squareup.com/receipts 320161980559094890","6.00","debit","Groceries","Starwood Preferred Guest","",""
"7/16/2016","Snack Shack","MIRI'S SNACK SHACK Seattle WAPZF5XZ squareup.com/receipts 320161980559094549","5.48","debit","Food & Dining","Starwood Preferred Guest","",""
"7/15/2016","Katsu Burger","KATSU BURGER 0000 SEATTLE WA98900024 206-762-0752 320161970541001585","9.40","debit","Fast Food","Starwood Preferred Guest","",""
"7/15/2016","Woodinville Bicycle & Skate","WOODINVILLE BICYCLE WOODINVILLE99999996197 4254836626 320161970535324088","54.79","debit","Sporting Goods","Starwood Preferred Guest","",""
"7/15/2016","West Seattle","WEST SEATTLE BREWINGSEATTLE WA93420135 206-405-0972 320161970540371203","14.00","debit","Travel","Starwood Preferred Guest","",""
"7/15/2016","Woodinville Bicycle & Skate","WOODINVILLE BICYCLE WOODINVILLE99999996197 4254836626 320161970535554335","931.60","debit","Sporting Goods","Starwood Preferred Guest","",""
"7/15/2016","Safeway","SAFEWAY STORE 29SEATTLE WAGROCERY STORE 320161970539046397","24.96","debit","Groceries","Starwood Preferred Guest","",""
"7/15/2016","Hotels At Home","HOTELS AT HOME (973)882-8437 NJ4D5D5E3A-03 BEDDINGGIFTS 320161970532365739","1820.00","debit","Shopping","Starwood Preferred Guest","",""
"7/15/2016","External Transfer Fee","External transfer fee - 3 Day - 07/14/2016 Confirmation: 177447256","3.00","debit","Transfer","BofA Core Checking","",""
"7/14/2016","T-Mobile","T-MOBILE SEATTLE WAAXGUSV78YH 877-453-1304 320161960528192262","21.92","debit","Mobile Phone","Starwood Preferred Guest","",""
"7/14/2016","Non-Sufficient Funds Fee","Non-sufficient Funds Fee - Returned","48.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/14/2016","Transfer from eBanking","RTN NSF","1000.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/14/2016","Transfer Juan Gomez","TRANSFER JUAN GOMEZ:JUAN GAVIRIA Confirmation# 1452210400","1000.00","debit","Transfer","BofA Core Checking","",""
"7/14/2016","Mobile Email Transfer","Mobile/Email Transfer Conf# tc1sszrvi; gaviria, juan","100.00","debit","Transfer","BofA Core Checking","",""
"7/14/2016","Noramtec Consult Des","NORAMTEC CONSULT DES:PAYROLL ID:XXXXX300000025X INDN:GAVIRIA...","2232.00","credit","Paycheck","BofA Core Checking","",""
"7/14/2016","Transfer to TD UNLIMITED CHEQUING ACCOUNT","Mobile/Email Transfer Conf# l3hmm27ct; gaviria, juan","1000.00","debit","Transfer","BofA Core Checking","",""
"7/14/2016","I Luv Teriyaki","CHECKCARD 0712 I LUV TERIYAKI SEATTLE WA 24765176195980001181719","9.59","debit","Restaurants","BofA Core Checking","",""
"7/13/2016","American Express","American Express IAP","1000.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/12/2016","American Express","American Express FTD","99.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/12/2016","I Luv Teriyaki","CHECKCARD 0711 I LUV TERIYAKI SEATTLE WA 24765176193980001181729","8.62","debit","Restaurants","BofA Core Checking","",""
"7/12/2016","Caffe Umbria","CHECKCARD 0710 CAFFE UMBRIA INC SEATTLE WA 24431066193200688201121","4.38","debit","Coffee Shops","BofA Core Checking","",""
"7/11/2016","Seattle Park","CHECKCARD 0709 SEATTLE 684-PARK SEATTLE WA 24493986192206169105017","0.50","debit","Parking","BofA Core Checking","",""
"7/11/2016","Seattle Park","CHECKCARD 0709 SEATTLE 684-PARK SEATTLE WA 24493986192206169502734","1.00","debit","Parking","BofA Core Checking","",""
"7/08/2016","American Express","American Express IAP","1200.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/08/2016","Delicatesse","CHECKCARD 0707 SQ *DELICATESSEN MO SEATTLE WA 24492156189740288824922","10.00","debit","Restaurants","BofA Core Checking","",""
"7/08/2016","PayPal","PAYPAL DES:INST XFER ID:SGLTG INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","10.00","debit","Shopping","BofA Core Checking","",""
"7/06/2016","Air Canada Msp","AIR CANADA MSP","410.51","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/06/2016","Notrdameo Msp","950-80NotrDameO MSP","228.94","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/06/2016","Active Works En","ACTIVE WORKS EN _V","396.63","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/05/2016","Saaq Immatri X","SAAQ-IMMATRI X2J8X7","273.82","debit","Uncategorized","LINE OF CREDIT UNSECURED","",""
"7/05/2016","Bmwgroup Fs Ap","BMWGROUP FS PMT AP","834.47","debit","Auto Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PYT FRM: 03616328801","249.28","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"7/04/2016","Fx ATM Withdrawal","FX ATM W/D FEE","5.00","debit","ATM Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","American Express","American Express BPY","771.44","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","249.28","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Fx ATM Withdrawal","FX ATM W/D _V","392.53","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Fx ATM Withdrawal","FX ATM W/D FEE","5.00","debit","ATM Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","View Cheque Chq","View Cheque CHQ#00335-3144690143","155.00","debit","Parking","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Videotron","VIDEOTRON SENC BPY","79.28","debit","Bills & Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Td Mortgage","Payment to TD Mortgage","1141.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Fx ATM Withdrawal","FX ATM W/D _V","389.74","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Sun Life","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Td Assurance Ins","TD Assurance INS","105.54","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/04/2016","Compass Vending","COMPASS VENDING","5.50","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Interest","INTEREST","182.04","debit","Uncategorized","LINE OF CREDIT UNSECURED","",""
"6/30/2016","American Express","American Express IAP","1000.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Air Canada Pay","AIR CANADA PAY","3518.47","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Randalls","BRANDALLIANCE","4.53","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Overdraft Fee","Overdraft protection Fee - Part/all of a month","4.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Monthly Account Fee","MONTHLY ACCOUNT FEE","14.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Groupe Excel","GROUPE EXCELSO _F","3.35","debit","Home Improvement","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Tim Horton's","TIM HORTONS #43","38.50","debit","Coffee Shops","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","American Express","American Express IAP","1000.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Other Bank Fees","OTHER BANK FEES","2.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Air Canada Pay","AIR CANADA PAY","3518.47","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Monthly Account Fee","MONTHLY ACCOUNT FEE","14.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Groupe Excel","GROUPE EXCELSO _F","3.35","debit","Home Improvement","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Tim Horton's","TIM HORTONS #43","38.50","debit","Coffee Shops","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Randalls","BRANDALLIANCE","4.53","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Other Bank Fees","OTHER BANK FEES","2.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/30/2016","Overdraft Fee","Overdraft protection Fee - Part/all of a month","4.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/29/2016","Teo Taxi Rev","TEO TAXI REV 06/28_V","25.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/29/2016","Teo Taxi V","TEO TAXI 514-50 _V","46.00","debit","Rental Car & Taxi","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/29/2016","Teo Taxi Rev","TEO TAXI REV 06/28_V","25.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/29/2016","Teo Taxi V","TEO TAXI 514-50 _V","46.00","debit","Rental Car & Taxi","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Td ATM Withdrawal","TD ATM W/D 009985","100.00","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","American Express","American Express BPY","1500.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","American Express","American Express BPY","1500.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Td ATM Withdrawal","TD ATM W/D 009985","100.00","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Mucho Burrito F","MUCHO BURRITO # _F","13.16","debit","Coffee Shops","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Intact Assur Ins","Intact Assur. INS","34.88","debit","Home Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Intact Assur Ins","Intact Assur. INS","34.88","debit","Home Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Teo Taxi V","TEO TAXI 514-50 _V","25.00","debit","Rental Car & Taxi","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Mucho Burrito F","MUCHO BURRITO # _F","13.16","debit","Coffee Shops","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/28/2016","Teo Taxi V","TEO TAXI 514-50 _V","25.00","debit","Rental Car & Taxi","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/27/2016","Alim Pot F","ALIM POT _F","61.18","debit","Coffee Shops","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/27/2016","Costco","COSTCO WHOLESAL","100.89","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/27/2016","Costco","COSTCO WHOLESAL","90.79","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/27/2016","Costco","COSTCO WHOLESAL","100.89","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/27/2016","Groupe Excel","GROUPE EXCELSO _F","2.75","debit","Home Improvement","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/27/2016","Marche Les Deux","MARCHE LES DEUX","2.38","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"6/27/2016","Marche Les Deux","MARCHE LES DEUX","2.38","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
